question,groundtruth,chatbot_response,similar_questions,accuracy
Ai là người chụp bộ sưu tập ảnh phóng sự 'Việt Nam - Chiến tranh và Hòa bình'?,Nhà nhiếp ảnh Nhật Bản Ishikawa Bunyo,Bộ sưu tập ảnh phóng sự 'Việt Nam - Chiến tranh và Hòa bình' được chụp bởi nhà nhiếp ảnh Nhật Bản Ishikawa Bunyo.,"['Ai là người chụp bộ sưu tập ảnh phóng sự về chiến tranh và hòa bình ở Việt Nam?', ""Ai là người sáng tạo bộ sưu tập ảnh 'Việt Nam - Chiến tranh và Hòa bình'?"", 'Nhà nhiếp ảnh nào đã chụp bộ sưu tập ảnh về chiến tranh và hòa bình ở Việt Nam?']",1
Nhà thờ Đức Bà được khánh thành vào dịp nào?,Lễ Phục sinh năm 1880,Nhà thờ Đức Bà được khánh thành vào dịp Lễ Phục sinh năm 1880.,"['Ai là kiến trúc sư thiết kế Nhà thờ Đức Bà?', 'Nhà thờ Đức Bà được xây dựng theo phong cách nào?', 'Tại sao người địa phương thường đến Nhà thờ Đức Bà?']",1
Ai là kiến trúc sư thiết kế Nhà thờ Đức Bà?,Bourard,Kiến trúc sư thiết kế Nhà thờ Đức Bà là Bourard.,"['Nhà thờ Đức Bà được xây dựng vào năm nào?', 'Nhà thờ Đức Bà được xây dựng theo phong cách nào?', 'Tượng Nữ vương Hòa Bình được đặt ở đâu?']",1
Nhà thờ Đức Bà được xây theo phong cách kiến trúc nào?,Roman,Nhà thờ Đức Bà được xây theo phong cách Roman.,"['Nhà thờ Đức Bà được xây dựng vào năm nào?', 'Ai là kiến trúc sư thiết kế Nhà thờ Đức Bà?', 'Tại sao Nhà thờ Đức Bà được coi là biểu tượng của Sài Gòn?']",1
Nhà thờ Đức Bà nằm ở địa chỉ nào?,"1 Công trường Công xã Paris, Quận 1","Nhà thờ Đức Bà nằm ở địa chỉ 1 Công trường Công xã Paris, Quận 1.","['Nhà thờ Đức Bà nằm ở đâu?', 'Địa chỉ của Nhà thờ Đức Bà là gì?', 'Ở đâu là nơi nằm Nhà thờ Đức Bà?']",1
Công trình nào được Tòa thánh Vatican nâng lên hàng Vương cung Thánh đường?,Nhà thờ Đức Bà,Nhà thờ Đức Bà,"['Nhà thờ nào được Tòa thánh Vatican nâng lên hàng Vương cung Thánh đường?', 'Công trình nào được Tòa thánh Vatican tôn vinh là Vương cung Thánh đường?', 'Tòa thánh Vatican đã nâng cấp công trình nào thành Vương cung Thánh đường?']",1
Hãng nào đã chế tác bộ 6 chuông trên tháp nhà thờ Đức Bà?,Hãng Bolee (Pháp),Bộ 6 chuông trên tháp nhà thờ Đức Bà được chế tác tại hãng Bolee (Pháp).,"['Ai đã chế tác bộ 6 chuông trên tháp nhà thờ Đức Bà?', 'Hãng nào đã làm bộ 6 chuông trên tháp nhà thờ Đức Bà?', 'Bộ 6 chuông trên tháp nhà thờ Đức Bà được làm ở đâu?']",1
"Theo dấu chân biệt động Sài Gòn, ta có thể khám phá những nơi nào?","Những nơi hoạt động bí mật, hầm cất giấu vũ khí và trạm giao liên",Bảo tàng Thông minh Biệt động Sài Gòn - Gia Định là một trong những nơi mà bạn có thể khám phá theo dấu chân Biệt động Sài Gòn. Nơi này kết hợp giữa lịch sử và công nghệ để mang lại trải nghiệm mới lạ trong việc tìm hiểu về lịch sử. Du khách có thể nghe kể về chiến công hào hùng của chiến sĩ Biệt động Sài Gòn năm xưa và chiêm ngưỡng những hiện vật vô cùng giá trị đã được lưu giữ.,"['Có những bảo tàng nào ở Sài Gòn?', 'Nơi nào có thể tìm hiểu về lịch sử Biệt động Sài Gòn?', 'Bảo tàng Thông minh Biệt động Sài Gòn - Gia Định nằm ở đâu?']",1
Bảo tàng nào có liên quan đến áo dài?,Bảo tàng Áo dài,Bảo tàng Áo Dài có liên quan đến áo dài.,"['Bảo tàng nào lưu giữ áo dài?', 'Có bảo tàng nào trưng bày áo dài không?', 'Áo dài được trưng bày ở đâu?']",1
Bảo tàng Biệt động Sài Gòn nằm ở địa chỉ nào?,"145 Trần Quang Khải, Quận 1, TP.HCM.","Bảo tàng Biệt động Sài Gòn nằm ở địa chỉ 145 Trần Quang Khải, Quận 1, TP.HCM.","['Bảo tàng Biệt động Sài Gòn nằm ở đâu?', 'Địa chỉ của Bảo tàng Biệt động Sài Gòn là gì?', 'Bảo tàng Biệt động Sài Gòn ở thành phố nào?']",1
Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?,1885,Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm 1885.,"['Bảo tàng Thành phố Hồ Chí Minh khánh thành vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào thời gian nào?', 'Năm nào bảo tàng Thành phố Hồ Chí Minh được xây dựng?']",1
Bảo tàng Thành phố Hồ Chí Minh có diện tích bao nhiêu?,1.700m2,Bảo tàng Thành phố Hồ Chí Minh có diện tích khoảng 3.514m2.,"['Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có bao nhiêu hiện vật?', 'Bảo tàng Thành phố Hồ Chí Minh có mấy tầng?']",0
"Bảo tàng Thành phố Hồ Chí Minh có bao nhiêu hiện vật, hình ảnh và bản đồ?",Hơn 2000,"Bảo tàng Thành phố Hồ Chí Minh hiện quản lý 31.360 hiện vật, trong đó có 30.431 hiện vật trong kho và 929 hiện vật đang trưng bày; 16.739 hiện vật thể khối và 14.621 phim, ảnh, tài liệu khoa học phụ các loại.","['Bảo tàng Thành phố Hồ Chí Minh có bao nhiêu tầng?', 'Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có những đội ngũ thuyết minh viên nào?']",0
Bảo tàng Thành phố Hồ Chí Minh có các đội ngũ thuyết minh viên hướng dẫn bằng ngôn ngữ nào?,Tiếng Việt và tiếng Anh,Bảo tàng Thành phố Hồ Chí Minh có các đội ngũ thuyết minh viên hướng dẫn bằng 02 ngôn ngữ: Tiếng Việt và tiếng Anh.,"['Bảo tàng Thành phố Hồ Chí Minh có hướng dẫn bằng ngôn ngữ nào?', 'Ngôn ngữ nào được sử dụng trong việc hướng dẫn tham quan Bảo tàng Thành phố Hồ Chí Minh?', 'Có những ngôn ngữ nào được sử dụng trong việc hướng dẫn tham quan Bảo tàng Thành phố Hồ Chí Minh?']",0
Bảo tàng Thành phố Hồ Chí Minh nằm ở địa chỉ nào?,"Số 65, đường Lý Tự Trọng, Phường Bến Nghé, Quận 1","Bảo tàng Thành phố Hồ Chí Minh nằm ở số 65, đường Lý Tự Trọng, Phường Bến Nghé, Quận 1.","['Bảo tàng Thành phố Hồ Chí Minh ở địa chỉ nào?', 'Bảo tàng Thành phố Hồ Chí Minh đặt ở đâu?', 'Địa chỉ của Bảo tàng Thành phố Hồ Chí Minh là gì?']",1
Thời gian tham quan và hoạt động của Bảo tàng Thành phố Hồ Chí Minh là từ mấy giờ đến mấy giờ?,7:30 - 17:00,Thời gian tham quan và hoạt động của Bảo tàng Thành phố Hồ Chí Minh là từ 7:30 đến 17:00 mỗi ngày.,"['Bảo tàng Thành phố Hồ Chí Minh hoạt động vào những ngày nào?', 'Thời gian mở cửa của Bảo tàng Thành phố Hồ Chí Minh là bao lâu?', 'Bảo tàng Thành phố Hồ Chí Minh mở cửa từ mấy giờ đến mấy giờ?']",1
Chi phí tham quan Bảo tàng Thành phố Hồ Chí Minh là bao nhiêu?,30.000 đồng /vé/người,Chi phí tham quan Bảo tàng Thành phố Hồ Chí Minh là 30.000 đồng /vé/người.,"['Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có những đội ngũ thuyết minh viên nào?', 'Địa chỉ của Bảo tàng Thành phố Hồ Chí Minh là gì?']",1
Hầm chứa vũ khí bí mật của Biệt động Sài Gòn được cất giữ vào năm nào?,1975,Hầm chứa vũ khí bí mật của Biệt động Sài Gòn được cất giữ vào năm 1975.,"['Hầm chứa vũ khí bí mật của Biệt động Sài Gòn được cất giữ trong thời gian bao lâu?', 'Hầm chứa vũ khí bí mật của Biệt động Sài Gòn nằm ở đâu?', 'Có bao nhiêu tấn vũ khí được cất giữ trong hầm chứa vũ khí bí mật của Biệt động Sài Gòn?']",1
Phạm Ngũ Lão là một con đường nổi tiếng ở đâu?,Phạm Ngũ Lão là một con đường nổi tiếng ở thành phố Hồ Chí Minh.,"Phạm Ngũ Lão là một con đường nổi tiếng ở quận 1, thành phố Hồ Chí Minh, Việt Nam.","['Phạm Ngũ Lão nằm ở đâu?', 'Quận nào có con đường Phạm Ngũ Lão?', 'Phạm Ngũ Lão là con đường nổi tiếng ở thành phố nào?']",1
Những dịch vụ du lịch nào tập trung trên đường Phạm Ngũ Lão?,"Trên đường Phạm Ngũ Lão tập trung nhiều công ty lữ hành du lịch, nhà hàng, khách sạn và quán cà phê.","Trên đường Phạm Ngũ Lão tập trung nhiều dịch vụ du lịch như công ty lữ hành, nhà hàng, khách sạn, quán cà phê và còn có công viên 23/9 và Trung tâm thương mại TAKA.","['Có những dịch vụ gì trên đường Phạm Ngũ Lão?', 'Đường Phạm Ngũ Lão tập trung vào lĩnh vực du lịch nào?', 'Có những công ty lữ hành nào trên đường Phạm Ngũ Lão?']",1
Công trình Bưu điện thành phố Hồ Chí Minh được xây dựng để chào mừng sự kiện gì?,Công trình Bưu điện thành phố Hồ Chí Minh được xây dựng để chào mừng kỷ niệm 300 năm Sài Gòn - Thành phố Hồ Chí Minh.,Công trình Bưu điện thành phố Hồ Chí Minh được xây dựng để chào mừng kỷ niệm 300 năm Sài Gòn - Thành phố Hồ Chí Minh (1698 - 1998).,"['Bưu điện thành phố Hồ Chí Minh được xây dựng để kỷ niệm sự kiện gì?', 'Lý do xây dựng Bưu điện thành phố Hồ Chí Minh là gì?', 'Bưu điện thành phố Hồ Chí Minh được xây dựng vào năm nào?']",1
Cửa chính của tòa nhà Bưu điện thành phố Hồ Chí Minh có dạng gì?,Cửa chính của tòa nhà Bưu điện thành phố Hồ Chí Minh có dạng cửa vòm.,Cửa chính của tòa nhà Bưu điện thành phố Hồ Chí Minh có dạng cửa vòm.,"['Tòa nhà Bưu điện thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có đội ngũ thuyết minh viên hướng dẫn bằng ngôn ngữ nào?', 'Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh được xếp hạng là Di tích kiến trúc nghệ thuật cấp Quốc gia vào năm nào?']",1
Kiến trúc bên trong của bưu điện thành phố Hồ Chí Minh giống với kiến trúc của công trình nào ở Paris?,Kiến trúc bên trong của bưu điện thành phố Hồ Chí Minh giống với kiến trúc của nhà ga Orsay ở Paris.,Kiến trúc bên trong của bưu điện thành phố Hồ Chí Minh giống với kiến trúc của nhà ga Orsay ở Paris.,"['Công trình nào ở Paris có kiến trúc giống với bưu điện thành phố Hồ Chí Minh?', 'Bưu điện thành phố Hồ Chí Minh có kiến trúc giống với công trình nào ở Paris?', 'Công trình nào ở Paris có kiến trúc tương tự bưu điện thành phố Hồ Chí Minh?']",1
Đường Nguyễn Huệ đã được nâng cấp và cải tạo thành gì?,"Đường Nguyễn Huệ đã được nâng cấp, cải tạo thành phố đi bộ.","Đường Nguyễn Huệ đã được nâng cấp và cải tạo thành phố đi bộ có chiều dài 670m, rộng hơn 60m, gồm 2 phần với điểm nối là vòng xoay Cây Liễu. Phần công viên tượng đài Chủ tịch Hồ Chí Minh (từ đường Lê Thánh Tôn đến đường Lê Lợi) đặt tượng đài Bác Hồ bằng hợp kim đồng cao 7,2m, tư thế hướng mặt về sông Sài Gòn. Phía sau tượng đài Bác Hồ là tấm bia ghi sự kiện Uỷ ban Hành chính lâm thời Nam Bộ ra mắt nhân dân thành phố sau thành công của Cách mạng tháng 8/1945. Công viên được bố trí hồ sen, 2 hàng sứ trắng cùng nhiều hoa, cây cảnh rực rỡ sắc màu. Phần quảng trường Nguyễn Huệ (từ đường Lê Lợi đến đường Tôn Đức Thắng) gồm một trục đường đi bộ ở giữa lát đá granite dày 10cm, hai bên là hai làn đường dành cho phương tiện lưu thông. Ngăn cách giữa trục đường đi bộ và hai làn đường là những hàng cây xanh xen kẽ các bồn hoa. Trên các hàng cây lắp đặt hệ thống phun sương mở vào giờ nhất định để làm mát không khí, ngăn bụi và tạo độ ẩm cho cây phát triển. Quảng trường còn được lắp đặt hệ thống","['Đường Nguyễn Huệ đã được nâng cấp thành gì?', 'Đường Nguyễn Huệ đã được cải tạo thành gì?', 'Đường Nguyễn Huệ đã được nâng cấp và cải tạo như thế nào?']",1
Phần công viên tượng đài Chủ tịch Hồ Chí Minh nằm từ đường nào đến đường nào?,Phần công viên tượng đài Chủ tịch Hồ Chí Minh nằm từ đường Lê Thánh Tôn đến đường Lê Lợi.,Phần công viên tượng đài Chủ tịch Hồ Chí Minh nằm từ đường Lê Thánh Tôn đến đường Lê Lợi.,"['Tượng đài Chủ tịch Hồ Chí Minh nằm ở đâu?', 'Công viên tượng đài Chủ tịch Hồ Chí Minh nằm giữa đường nào?', 'Đường nào chạy qua công viên tượng đài Chủ tịch Hồ Chí Minh?']",1
Tượng đài Bác Hồ làm từ chất liệu gì và có chiều cao bao nhiêu?,"Tượng đài Bác Hồ làm từ hợp kim đồng và có chiều cao 7,2m.",Không có thông tin về tượng đài Bác Hồ trong đoạn văn trên.,"['Chất liệu của tượng đài Bác Hồ là gì?', 'Tượng đài Bác Hồ cao bao nhiêu?', 'Tượng đài Bác Hồ được xây dựng ở đâu?']",0
Tấm bia phía sau tượng đài Bác Hồ ghi về sự kiện gì?,Tấm bia phía sau tượng đài Bác Hồ ghi về sự kiện Uỷ ban Hành chính lâm thời Nam Bộ ra mắt nhân dân thành phố sau thành công của Cách mạng tháng 8/1945.,Tấm bia phía sau tượng đài Bác Hồ ghi về sự kiện đánh thắng giặc Mỹ xâm lược và giải phóng miền Nam thống nhất Tổ quốc.,"['Tượng đài Bác Hồ ở đâu?', 'Bác Hồ qua đời vào năm nào?', 'Các đền thờ, phủ thờ Bác Hồ được gìn giữ từ năm nào?']",0
Công viên được bố trí những gì?,"Công viên được bố trí hồ sen, 2 hàng sứ trắng cùng nhiều hoa, cây cảnh.","Công viên được bố trí với 3 bậc bao gồm: [Bậc 1] thờ Quốc tổ Hùng Vương; [Bậc 2] thờ Lạc Long Quân và mẹ Âu Cơ; [Bậc 3] là các hoa văn, họa tiết về văn hóa Đông Sơn.","['Công viên có những bậc bao gồm những gì?', 'Công viên được quy hoạch như thế nào?', 'Công viên có những công trình nào?']",0
Phần quảng trường Nguyễn Huệ gồm những gì?,"Phần quảng trường Nguyễn Huệ gồm một trục đường đi bộ ở giữa lát đá granite dày 10cm, hai làn đường dành cho phương tiện lưu thông.","Quảng trường Nguyễn Huệ gồm có hệ thống đèn chiếu sáng nghệ thuật, nhạc nước hiện đại, 2 khu tầng hầm bố trí trung tâm giám sát và điều khiển hệ thống camera, chiếu sáng, nhạc nước, nhà vệ sinh công cộng. Ngoài ra, quảng trường còn có quảng trường vuông vức rộng 4.000 m2 với nền có hình mặt trời mô phỏng mặt trống đồng Đông Sơn và 9 cột đá cao 6 m tượng trưng cho 18 đời vua Hùng.","['Quảng trường Nguyễn Huệ có gì đặc biệt?', 'Quảng trường Nguyễn Huệ có diện tích bao nhiêu?', 'Quảng trường Nguyễn Huệ có bao nhiêu cột đá?']",0
Hệ thống phun sương được lắp đặt trên các hàng cây để làm gì?,"Hệ thống phun sương được lắp đặt trên các hàng cây để làm mát không khí, ngăn bụi và tạo độ ẩm cho cây phát triển.",Hệ thống phun sương được lắp đặt trên các hàng cây để làm mát không gian và tạo cảm giác thoáng đãng cho du khách.,"['Tại sao hệ thống phun sương được lắp đặt trên các hàng cây?', 'Công dụng của hệ thống phun sương trên các hàng cây là gì?', 'Lắp đặt hệ thống phun sương trên các hàng cây có tác dụng gì?']",0
